wav_filename,wav_filesize,transcript
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/absorption_41.wav,270046,medical conditions such as jaundice result from excess of bilirubin or bile pigments in the tissues and body fluids
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/absorption_42.wav,178094,it affects the liver and causes the skin and the whites of the eyes to turn yellow
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/absorption_43.wav,242460,diarrhoea is another condition in which there is an increase in the liquidity of faecal discharge and bowel movements
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/absorption_44.wav,246640,it occurs when enough water is not removed from the stool making the stool loose and poorly formed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/absorption_45.wav,345278,thus we have seen that absorption and assimilation of food is essential and disorders in the digestive process can lead to severe complications
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_10.wav,290316,however they dissolve in non polar organic solvents like ethers carbon tetrachloride and benzene
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_11.wav,276940,the melting point boiling point and density of alkynes are directly proportional to their molecular masses
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_12.wav,290316,coming to their chemical properties alkynes exhibit more acidic behaviour than alkenes and alkanes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_13.wav,361368,for example sodium metal and sodamide react with ethyne forming sodium acetylide
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_14.wav,230966,sodium metal and sodamide are strong bases and do not react with alkanes or alkenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_15.wav,206724,this shows that alkynes are more acidic in nature than alkanes and alkenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_17.wav,198364,the hydrogen atoms in ethyne are attached to the sp hybridised carbon atoms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_18.wav,410688,on the other hand the hydrogen atoms in ethene and ethane are attached to the sp2 and sp3 hybridised carbon atoms respectively
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_19.wav,387282,the sp hybridised orbitals of carbon atoms in ethyne molecules have fifty percentage of s character and hence the highest electro negativity
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_20.wav,560318,these electronegative orbitals attract the shared electron pair of the carbon hydrogen bond towards the carbon of ethyne to a greater extent than the sp2 and sp3 hybridised orbitals of carbon in ethene and ethane
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_21.wav,220098,therefore the hydrogen atoms in ethyne can be liberated easily as protons
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_22.wav,272762,this makes the hydrogen atoms of ethyne which are attached to the triply bonded carbon atom acidic in nature
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_2.wav,172452,in this module you will learn about the acidic character of alkynes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_3.wav,292824,alkynes follow the same physical characteristics of their predecessors alkanes and alkenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_5.wav,289480,the alkynes from the fourth to the eleventh in the series are liquids while the higher ones in the series are solids
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_6.wav,230966,all alkynes are colourless and odourless except ethyne which has a characteristic smell
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_7.wav,226786,alkynes exhibit some polarity unlike alkanes and alkenes which are non polar
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_8.wav,246012,this is because the c h bond in alkynes is slightly polar due to the sp hybridisation of carbon
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acidic_alkynes_9.wav,239324,as alkynes are non polar and water is polar alkynes are water insoluble
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_10.wav,348622,on the other hand oxides of sulphur and nitrogen can also react with metals to form metal sulphates and metal nitrates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_11.wav,339426,further these metal sulphates and metal nitrates combine with water to form sulphuric and nitric acids respectively
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_12.wav,349458,these chemicals come down to earth as acid rain in two forms namely wet deposition and dry deposition
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_13.wav,434722,wet deposition is the acidic water that is formed when the acids combine with water they can be in the form of rain snow dew or fog
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_14.wav,204008,we can determine the acidity of rain by considering its ph value
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_15.wav,336920,interestingly unpolluted rain water is also found to be slightly acidic having a ph of about 5 to 6
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_16.wav,359488,the unpolluted rain water is acidic because of the carbon dioxide in the air which combines with water and forms a weak acid
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_17.wav,525000,this slightly acidic rain water turns into acid rain when it combines with gaseous pollutants and forms highly concentrated acids the ph of this rain water decreases to 4
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_18.wav,638686,as far as dry deposition is concerned it takes place through acidic wind that is formed by the combination of acidic gases like sulphur dioxide and nitrogen dioxide and acidic particles like metal nitrates and metal sulphates
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_19.wav,229086,dry deposits get accumulated on the surfaces of tall trees and large buildings
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_20.wav,281748,during rain these dry deposits combine with water and get washed down as acid rain
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_21.wav,260850,let us now see how acid rain has an effect on almost all the aspects of the environment
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_22.wav,528344,acid rain is harmful to human beings animals plants microorganisms aquatic beings soil water resources monuments metals etc
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_23.wav,279240,for instance long term exposure to acid rain drenches plants and may burn them completely
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_24.wav,297630,exposure to acid rain for a while affects the enzymatic activity in plants and leads to their wilting
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_25.wav,184782,acid rain also leads to increased mortality of seedlings
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_26.wav,428034,apart from plants humans who get directly exposed to high concentration of acid rain get burns on their skin in animals it can even cause death
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_27.wav,367848,acid rain with low concentration of acids causes severe irritation of skin and burning sensation of eyes in both animals and humans
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_28.wav,200664,let us now see how acid rain affects soil microorganisms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_29.wav,391254,acid rain reduces the respiratory rate of soil microorganisms like bacteria thereby slowing down the decomposition process in the forest floor
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_2.wav,166392,in this module you will learn about acid rain
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_30.wav,563452,further acid rain also makes the fungi vulnerable to diseasecausing pathogens by damaging their protective layer called cuticle and other features which in turn affects the forest floors decomposition process
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_31.wav,315186,in addition it also causes a decline in the number of nitrogenfixing algae in the soil which further affects plant growth
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_32.wav,417168,as far as aquatic animals are concerned acid rain is poisonous to them since it directly dumps acids into water resources making them more acidic
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_33.wav,354474,aquatic organisms such as zooplanktons and smaller invertebrates such as snails also face destruction due to acid rain
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_34.wav,276732,let us now look at how acid rain affects the soil acid rain makes the soil acidic
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_35.wav,264194,this gradually reduces its fertility thus affecting crops and forests growing in it
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_36.wav,391254,acid rain also causes the release of toxic chemicals such as aluminium and mercury into the soil making it unfit for the survival of plants
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_37.wav,170572,potable water resources become poisonous due to acid rain
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_38.wav,355310,have you ever heard of stone cancer caused by acid rain we are aware of the fact that marble is mainly composed of calcium carbonate
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_39.wav,339426,this calcium carbonate reacts with acids in the rain and corrodes the marble thus resulting in stone cancer
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_3.wav,258342,look at the two images of taj mahal do you know what is responsible for the corrosion of this wonder of the world
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_40.wav,317692,stone cancer damages the marblemade historic monuments to a great extent and leads to their discolouration
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_41.wav,324380,likewise metal objects that get exposed to acid rain undergo corrosion and also lose their lustre
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_42.wav,429706,acid rain can be controlled by reducing the accumulation of gaseous pollutants like oxides of sulphur and nitrogen released from factories and automobiles
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_4.wav,177258,it is acid rain so what is acid rain
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_5.wav,528344,acid rain refers to the deposition of acidic components from the atmosphere on to the earth in the form of rain snow dew fog gases or atmospheric particles
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_6.wav,198156,let us now see where the acid rain picks up the acidic components from
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_7.wav,591038,industries power stations and vehicles generate oxides of sulphur such as sulphur dioxide and sulphur trioxide and oxides of nitrogen such as nitrous oxide and nitrogen dioxide
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_8.wav,265866,these gases linger in the atmosphere as gaseous pollutants and cause air pollution
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/acid_rain_9.wav,395434,moreover the highly reactive oxides of sulphur and nitrogen combine with water droplets to form sulphuric and nitric acids respectively
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_10.wav,280912,the body of this rodent is also capable of concentrating its urine so that very little water is used to remove waste products
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_11.wav,438902,likewise the camel can also survive without water for 10 days at a stretch and is capable of raising its body temperature to nearly 42 c to prevent the loss of water
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_12.wav,405464,similarly many desert plants have a thick layer of cuticle on their leaves with their stomata embedded in deep pits to reduce the loss of water through transpiration
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_13.wav,466486,these plants have also adopted a special photosynthetic pathway called cam or crassulacean acid metabolism which enables their stomata to remain closed during the day
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_14.wav,366176,some desert plants like the opuntia have leaves that are reduced to spines and its flattened spongy stems perform photosynthesis
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_15.wav,442244,while some plants and animals have adapted to prevent the loss of water some animals particularly those found in colder regions have adapted themselves to prevent the loss of heat
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_16.wav,479026,for instance mammals from colder climates generally have shorter tails limbs and ears which help reduce loss of heat this adaptation is called allens rule
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_17.wav,559274,moreover in the polar seas aquatic mammals such as seals whales and dolphins have a thick layer of fat known as blubber below their skin which acts as an insulator and minimises the loss of body heat
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_18.wav,296796,apart from morphological adaptations some organisms physiologically adapt themselves to respond to stressful situations
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_19.wav,234938,for example as you ascend a mountain atmospheric pressure and oxygen decrease
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_20.wav,314350,and you begin to experience altitude sickness its symptoms are fatigue nausea and palpitations
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_21.wav,353638,but in two to three days your body gets acclimatised to such stressful conditions after which you dont experience altitude sickness
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_22.wav,455620,this is because your body has increased the production of red blood cells decreased the binding capacity of haemoglobin and increased your rate of breathing to compensate for low levels of atmospheric oxygen
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_23.wav,262522,this also explains why tribes living in high altitudes have higher haemoglobin than those dwelling in the plains
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_24.wav,760730,while some organisms adapt themselves to live in high altitudes a variety of marine invertebrates such as jellyfish octopus starfish and fish such as the angler fish and lantern fish thrive in deep ocean waters where the pressure could be 100 times more than the normal atmospheric pressure
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_25.wav,265866,such organisms show a fascinating array of biochemical adaptations to survive in such extreme conditions
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_26.wav,637014,another interesting adaptation is by organisms found in harsh habitats such as deep sea hydrothermal vents and hot springs where temperatures exceed 100 c here microbes belonging to archaebacteria form flourish
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_27.wav,443916,while some organisms thrive in temperatures above 100 c other organisms flourish in the arctic and antarctic waters where temperatures are always below zero
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_28.wav,341934,apart from physiological and morphological adaptations some organisms also show behavioural adaptations to cope with their changing environment
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_29.wav,436394,for example the desert lizard manages to keep its body temperature fairly constant by absorbing heat lying in the sun when its body temperature is below normal
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_2.wav,181438,in this module you will learn about adaptations by organisms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_30.wav,170572,but when the ambient temperature is high it moves into the shade
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_31.wav,607756,likewise some organisms such as earthworms frogs moles and snakes burrow into the soil to escape the above ground heat therefore these animals are rarely seen on the ground in scorching summers
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_32.wav,370356,in this way to adapt to unfavourable conditions organisms have undergone morphological physiological and behavioural changes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_3.wav,244968,some animals live in arid regions while some animals thrive in polar regions
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_4.wav,549242,plants in the tropical rainforests have drip tips and thick waxy surfaces that allow water to run off while desert plants have spongy stems which store water and leaves reduced to tiny pointed spines
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_5.wav,366176,on our planet every organism adapts to stressful environmental conditions through morphological physiological and behavioural means
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_6.wav,780792,in fact the responses of these organisms are their adaptations to cope in unfavourable or stressful conditions in other words adaptation is any attribute of the organism that enables it to survive and reproduce in its habitat lets look at some of the morphological adaptations exhibited by organisms
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_7.wav,230758,over the course of evolution many adaptations have evolved and have been genetically fixed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_8.wav,325216,although life originated in water and is unable to sustain without it some organisms can survive without water for days
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adaptation_9.wav,489892,in the case of the kangaroo rat in the north american deserts the animal meets its water requirements by metabolic water metabolic water is released as a by product during oxidation of fat in its body
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_10.wav,484244,alkyne when treated with two molecules of hydrogen halide forms gem dihalide on the other hand when treated with one molecule of hydrogen halide it forms alkenyl halide
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_11.wav,655608,addition in unsymmetrical alkynes takes place in accordance with markovnikovs rule this rule says that in an electrophilic addition reaction the negative part of an addendum attaches itself to the unsaturated carbon atom of the molecule having least number of hydrogen atoms for example propyne reacts with two molecules of hydrogen bromide and forms 2 2 dibromo propane in accordance with markovnikoffs rule as shown here
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_12.wav,248516,like alkanes and alkenes alkynes are also immiscible and do not react with water
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_13.wav,443284,however in the presence of dilute sulphuric acid and mercuric sulphate at sixty degrees celsius alkynes add one water molecule to give aldehydes or ketones
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_14.wav,567836,for example ethyne reacts with a water molecule in the presence of dilute sulphuric acid and mercuric sulphate at sixty degrees celsius to give ethanal similarly propyne reacts to give propanone
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_15.wav,455824,polymerisation is of two types linear polymerisation and cyclic polymerisation when heated in the presence of a catalyst alkynes undergo polymerisation
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_16.wav,199196,in linear polymerisation the alkyne molecules form a long chain polymer
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_17.wav,275266,for example linear polymerisation of ethyne produces polyacetylene or polyethyne
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_18.wav,536072,polyethyne is a high molecular weight polyene which consists of repeating units as shown here the polyethyne molecule is represented as shown it conducts electricity under special conditions
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_19.wav,199196,that is why a thin film of polyethyne is used as an electrode in batteries
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_20.wav,287804,in cyclic polymerisation alkyne molecules add to each other resulting in the formation of a cyclic compound
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_21.wav,368888,for example when ethyne is passed through a red hot iron tube at eight hundred seventy three kelvin it undergoes cyclic polymerisation
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_22.wav,222602,in this cyclic polymerisation three molecules of ethyne polymerise to form benzene
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_23.wav,211736,because of their polymerisation abilities alkynes combine to form many different compounds
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_24.wav,426566,for example benzene obtained by the polymerisation of acetylene is used for the preparation of dyes drugs and a large number of other organic compounds
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_2.wav,169940,in this module you will learn about the addition reactions of alkynes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_3.wav,737528,the addition reactions in alkynes are electrophilic in nature due to the availability of loosely held pi electrons as alkynes contain a triple bond during an addition reaction they add two molecules of dihydrogen halogen or hydrogen halides to form a saturated molecule
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_4.wav,855392,vinylic cation is formed as an intermediate during the addition reaction of an alkyne whereas alkyl carbocation is formed as an intermediate during the addition reaction of an alkene as vinylic cation is less stable than alkyl carbocation alkynes are less reactive towards the addition reactions than alkenes hence the addition reactions of alkynes take place under drastic conditions when compared to the addition reactions of alkenes
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_6.wav,751738,an alkyne reacts with two molecules of dihydrogen in the presence of suitable catalysts like finely divided nickel platinum or palladium to form the corresponding alkane for example propyne reacts with two molecules of dihydrogen in the presence of finely divided nickel as catalyst to form propane
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_7.wav,383934,alkynes form dihaloalkene when treated with one molecule of halogen and form tetrahaloalkane when treated with two molecules of halogen
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_8.wav,585390,for example when ethyne reacts with one molecule of bromine it forms 1 2 dibromo ethene and when it reacts two molecules of bromine 1 1 2 2 tetrabromoethane is formed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/addn_alkynes_9.wav,460840,the reddish brown colour of bromine decolorises due to the formation of saturated 1 1 2 2 tetrabromoethane thus this reaction is used as a test for unsaturation
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_10.wav,487384,or peer pressure often some youngsters are seen advocating drugs drinks and alcohol as cool thereby increasing the number of youngsters that are lured to these vices
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_11.wav,573484,television movies newspapers and the internet add to these perceptions by flashing cool images of smoking and drinking in popular public figures such as actors singers and sportspersons
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_12.wav,646208,led by all these factors adolescents frequently begin to use drugs alcohol and smoke repeatedly the temporary feeling of euphoria and calmness that drugs and drinks provide drives youngsters to seek these out even when not needed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_13.wav,435558,and even though this consumption proves self destructive this psychological attachment to the effects of drug and alcohol that leave a temporary feeling of well being is called addiction
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_14.wav,703052,the inherent addictive nature of both alcohol and drugs ensures that with repeated use the tolerance level of receptors present in the body increases as a result these receptors respond only to higher doses of drugs and alcohol leading to increased intake and addiction
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_15.wav,606920,thus the drug abuser or alcoholic person is drawn into a helpless vicious circle where they consume drugs or alcohol regularly and can t stop without any counselling or support they become dependent on drugs and alcohol
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_16.wav,342770,dependence is defined by the tendency of the body to display unpleasant withdrawal symptoms if their regular dose of drugs or alcohol is discontinued
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_17.wav,581844,deprived of drugs and alcohol the addicted youngster displays symptoms such as anxiety shakiness nausea palpitations and sweating all these symptoms stop when drug/alcohol use is resumed
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_19.wav,366176,therefore adequate moral support and counselling at home and in school is required during adolescence to avoid substance abuse among youngsters
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_20.wav,282584,also the addicted youngsters can be helped and rehabilitated with professional medical care along with counselling
/home/testuser/git-lfs-2.2.0/deepspeech/data/cmu/adolescence_2.wav,244968,in this module you will learn about adolescence addiction and dependence
